StadtbezirkeId,Stadtbezirke,Wahl,Jahr,Messung,Wert
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,CDU (Zweitstimmen),33.6
113,113 Hondelage,Landtagswahl,2013,CDU (Zweitstimmen),34.8
114,114 Volkmarode,Landtagswahl,2013,CDU (Zweitstimmen),36.3
120,120 Östliches Ringgebiet,Landtagswahl,2013,CDU (Zweitstimmen),22.2
131,131 Innenstadt,Landtagswahl,2013,CDU (Zweitstimmen),28.8
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,CDU (Zweitstimmen),26.7
211,211 Stöckheim-Leiferde,Landtagswahl,2013,CDU (Zweitstimmen),33.5
212,212 Heidberg-Melverode,Landtagswahl,2013,CDU (Zweitstimmen),34.2
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,CDU (Zweitstimmen),31.9
221,221 Weststadt,Landtagswahl,2013,CDU (Zweitstimmen),34.0
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,CDU (Zweitstimmen),33.7
223,223 Broitzem,Landtagswahl,2013,CDU (Zweitstimmen),34.7
224,224 Rüningen,Landtagswahl,2013,CDU (Zweitstimmen),30.2
310,310 Westliches Ringgebiet,Landtagswahl,2013,CDU (Zweitstimmen),24.8
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,CDU (Zweitstimmen),32.3
322,322 Veltenhof-Rühme,Landtagswahl,2013,CDU (Zweitstimmen),33.5
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,CDU (Zweitstimmen),33.8
331,331 Nordstadt,Landtagswahl,2013,CDU (Zweitstimmen),25.1
332,332 Schunteraue,Landtagswahl,2013,CDU (Zweitstimmen),25.6
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,SPD (Erststimmen),39.2
113,113 Hondelage,Landtagswahl,2013,SPD (Erststimmen),38.5
114,114 Volkmarode,Landtagswahl,2013,SPD (Erststimmen),37.3
120,120 Östliches Ringgebiet,Landtagswahl,2013,SPD (Erststimmen),43.1
131,131 Innenstadt,Landtagswahl,2013,SPD (Erststimmen),37.3
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,SPD (Erststimmen),39.1
211,211 Stöckheim-Leiferde,Landtagswahl,2013,SPD (Erststimmen),40.2
212,212 Heidberg-Melverode,Landtagswahl,2013,SPD (Erststimmen),40.9
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,SPD (Erststimmen),39.5
221,221 Weststadt,Landtagswahl,2013,SPD (Erststimmen),45.1
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,SPD (Erststimmen),44.0
223,223 Broitzem,Landtagswahl,2013,SPD (Erststimmen),43.3
224,224 Rüningen,Landtagswahl,2013,SPD (Erststimmen),43.2
310,310 Westliches Ringgebiet,Landtagswahl,2013,SPD (Erststimmen),41.0
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,SPD (Erststimmen),39.0
322,322 Veltenhof-Rühme,Landtagswahl,2013,SPD (Erststimmen),40.7
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,SPD (Erststimmen),38.8
331,331 Nordstadt,Landtagswahl,2013,SPD (Erststimmen),43.4
332,332 Schunteraue,Landtagswahl,2013,SPD (Erststimmen),44.9
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,SPD (Zweitstimmen),32.2
113,113 Hondelage,Landtagswahl,2013,SPD (Zweitstimmen),35.5
114,114 Volkmarode,Landtagswahl,2013,SPD (Zweitstimmen),30.7
120,120 Östliches Ringgebiet,Landtagswahl,2013,SPD (Zweitstimmen),31.4
131,131 Innenstadt,Landtagswahl,2013,SPD (Zweitstimmen),30.4
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,SPD (Zweitstimmen),30.4
211,211 Stöckheim-Leiferde,Landtagswahl,2013,SPD (Zweitstimmen),34.0
212,212 Heidberg-Melverode,Landtagswahl,2013,SPD (Zweitstimmen),36.2
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,SPD (Zweitstimmen),32.6
221,221 Weststadt,Landtagswahl,2013,SPD (Zweitstimmen),40.6
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,SPD (Zweitstimmen),37.6
223,223 Broitzem,Landtagswahl,2013,SPD (Zweitstimmen),36.4
224,224 Rüningen,Landtagswahl,2013,SPD (Zweitstimmen),40.8
310,310 Westliches Ringgebiet,Landtagswahl,2013,SPD (Zweitstimmen),33.0
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,SPD (Zweitstimmen),33.0
322,322 Veltenhof-Rühme,Landtagswahl,2013,SPD (Zweitstimmen),36.2
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,SPD (Zweitstimmen),33.5
331,331 Nordstadt,Landtagswahl,2013,SPD (Zweitstimmen),35.4
332,332 Schunteraue,Landtagswahl,2013,SPD (Zweitstimmen),37.1
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,FDP (Erststimmen),2.4
113,113 Hondelage,Landtagswahl,2013,FDP (Erststimmen),1.6
114,114 Volkmarode,Landtagswahl,2013,FDP (Erststimmen),2.0
120,120 Östliches Ringgebiet,Landtagswahl,2013,FDP (Erststimmen),2.0
131,131 Innenstadt,Landtagswahl,2013,FDP (Erststimmen),2.9
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,FDP (Erststimmen),2.9
211,211 Stöckheim-Leiferde,Landtagswahl,2013,FDP (Erststimmen),2.9
212,212 Heidberg-Melverode,Landtagswahl,2013,FDP (Erststimmen),2.5
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,FDP (Erststimmen),3.5
221,221 Weststadt,Landtagswahl,2013,FDP (Erststimmen),2.2
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,FDP (Erststimmen),1.9
223,223 Broitzem,Landtagswahl,2013,FDP (Erststimmen),2.5
224,224 Rüningen,Landtagswahl,2013,FDP (Erststimmen),2.3
310,310 Westliches Ringgebiet,Landtagswahl,2013,FDP (Erststimmen),2.5
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,FDP (Erststimmen),2.9
322,322 Veltenhof-Rühme,Landtagswahl,2013,FDP (Erststimmen),2.6
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,FDP (Erststimmen),2.5
331,331 Nordstadt,Landtagswahl,2013,FDP (Erststimmen),3.2
332,332 Schunteraue,Landtagswahl,2013,FDP (Erststimmen),2.2
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,FDP (Zweitstimmen),8.9
113,113 Hondelage,Landtagswahl,2013,FDP (Zweitstimmen),9.1
114,114 Volkmarode,Landtagswahl,2013,FDP (Zweitstimmen),10.9
120,120 Östliches Ringgebiet,Landtagswahl,2013,FDP (Zweitstimmen),6.8
131,131 Innenstadt,Landtagswahl,2013,FDP (Zweitstimmen),10.1
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,FDP (Zweitstimmen),9.1
211,211 Stöckheim-Leiferde,Landtagswahl,2013,FDP (Zweitstimmen),9.4
212,212 Heidberg-Melverode,Landtagswahl,2013,FDP (Zweitstimmen),7.9
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,FDP (Zweitstimmen),10.0
221,221 Weststadt,Landtagswahl,2013,FDP (Zweitstimmen),6.1
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,FDP (Zweitstimmen),7.3
223,223 Broitzem,Landtagswahl,2013,FDP (Zweitstimmen),7.5
224,224 Rüningen,Landtagswahl,2013,FDP (Zweitstimmen),6.7
310,310 Westliches Ringgebiet,Landtagswahl,2013,FDP (Zweitstimmen),6.7
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,FDP (Zweitstimmen),10.4
322,322 Veltenhof-Rühme,Landtagswahl,2013,FDP (Zweitstimmen),8.3
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,FDP (Zweitstimmen),8.3
331,331 Nordstadt,Landtagswahl,2013,FDP (Zweitstimmen),7.8
332,332 Schunteraue,Landtagswahl,2013,FDP (Zweitstimmen),4.8
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,GRÜNE (Erststimmen),12.8
113,113 Hondelage,Landtagswahl,2013,GRÜNE (Erststimmen),9.7
114,114 Volkmarode,Landtagswahl,2013,GRÜNE (Erststimmen),11.3
120,120 Östliches Ringgebiet,Landtagswahl,2013,GRÜNE (Erststimmen),21.6
131,131 Innenstadt,Landtagswahl,2013,GRÜNE (Erststimmen),16.0
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,GRÜNE (Erststimmen),16.6
211,211 Stöckheim-Leiferde,Landtagswahl,2013,GRÜNE (Erststimmen),12.4
212,212 Heidberg-Melverode,Landtagswahl,2013,GRÜNE (Erststimmen),10.6
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,GRÜNE (Erststimmen),13.1
221,221 Weststadt,Landtagswahl,2013,GRÜNE (Erststimmen),7.5
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,GRÜNE (Erststimmen),10.0
223,223 Broitzem,Landtagswahl,2013,GRÜNE (Erststimmen),9.5
224,224 Rüningen,Landtagswahl,2013,GRÜNE (Erststimmen),8.4
310,310 Westliches Ringgebiet,Landtagswahl,2013,GRÜNE (Erststimmen),16.7
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,GRÜNE (Erststimmen),12.2
322,322 Veltenhof-Rühme,Landtagswahl,2013,GRÜNE (Erststimmen),8.7
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,GRÜNE (Erststimmen),11.8
331,331 Nordstadt,Landtagswahl,2013,GRÜNE (Erststimmen),14.8
332,332 Schunteraue,Landtagswahl,2013,GRÜNE (Erststimmen),14.3
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,GRÜNE (Zweitstimmen),17.2
113,113 Hondelage,Landtagswahl,2013,GRÜNE (Zweitstimmen),13.1
114,114 Volkmarode,Landtagswahl,2013,GRÜNE (Zweitstimmen),15.9
120,120 Östliches Ringgebiet,Landtagswahl,2013,GRÜNE (Zweitstimmen),29.4
131,131 Innenstadt,Landtagswahl,2013,GRÜNE (Zweitstimmen),19.8
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,GRÜNE (Zweitstimmen),21.5
211,211 Stöckheim-Leiferde,Landtagswahl,2013,GRÜNE (Zweitstimmen),15.9
212,212 Heidberg-Melverode,Landtagswahl,2013,GRÜNE (Zweitstimmen),13.3
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,GRÜNE (Zweitstimmen),17.6
221,221 Weststadt,Landtagswahl,2013,GRÜNE (Zweitstimmen),9.9
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,GRÜNE (Zweitstimmen),15.3
223,223 Broitzem,Landtagswahl,2013,GRÜNE (Zweitstimmen),13.5
224,224 Rüningen,Landtagswahl,2013,GRÜNE (Zweitstimmen),11.0
310,310 Westliches Ringgebiet,Landtagswahl,2013,GRÜNE (Zweitstimmen),21.4
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,GRÜNE (Zweitstimmen),16.7
322,322 Veltenhof-Rühme,Landtagswahl,2013,GRÜNE (Zweitstimmen),11.7
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,GRÜNE (Zweitstimmen),16.3
331,331 Nordstadt,Landtagswahl,2013,GRÜNE (Zweitstimmen),19.4
332,332 Schunteraue,Landtagswahl,2013,GRÜNE (Zweitstimmen),20.5
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,DIE LINKE. (Erststimmen),3.2
113,113 Hondelage,Landtagswahl,2013,DIE LINKE. (Erststimmen),3.2
114,114 Volkmarode,Landtagswahl,2013,DIE LINKE. (Erststimmen),2.3
120,120 Östliches Ringgebiet,Landtagswahl,2013,DIE LINKE. (Erststimmen),3.6
131,131 Innenstadt,Landtagswahl,2013,DIE LINKE. (Erststimmen),4.3
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,DIE LINKE. (Erststimmen),5.1
211,211 Stöckheim-Leiferde,Landtagswahl,2013,DIE LINKE. (Erststimmen),2.7
212,212 Heidberg-Melverode,Landtagswahl,2013,DIE LINKE. (Erststimmen),3.9
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,DIE LINKE. (Erststimmen),3.2
221,221 Weststadt,Landtagswahl,2013,DIE LINKE. (Erststimmen),4.9
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,DIE LINKE. (Erststimmen),2.0
223,223 Broitzem,Landtagswahl,2013,DIE LINKE. (Erststimmen),3.1
224,224 Rüningen,Landtagswahl,2013,DIE LINKE. (Erststimmen),4.6
310,310 Westliches Ringgebiet,Landtagswahl,2013,DIE LINKE. (Erststimmen),6.5
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,DIE LINKE. (Erststimmen),3.2
322,322 Veltenhof-Rühme,Landtagswahl,2013,DIE LINKE. (Erststimmen),3.5
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,DIE LINKE. (Erststimmen),3.1
331,331 Nordstadt,Landtagswahl,2013,DIE LINKE. (Erststimmen),4.3
332,332 Schunteraue,Landtagswahl,2013,DIE LINKE. (Erststimmen),6.7
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),3.4
113,113 Hondelage,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),3.3
114,114 Volkmarode,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),2.5
120,120 Östliches Ringgebiet,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),4.2
131,131 Innenstadt,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),4.5
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),5.6
211,211 Stöckheim-Leiferde,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),2.7
212,212 Heidberg-Melverode,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),3.9
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),3.3
221,221 Weststadt,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),4.8
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),2.2
223,223 Broitzem,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),3.9
224,224 Rüningen,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),4.7
310,310 Westliches Ringgebiet,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),6.5
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),3.4
322,322 Veltenhof-Rühme,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),4.2
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),3.1
331,331 Nordstadt,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),4.6
332,332 Schunteraue,Landtagswahl,2013,DIE LINKE. (Zweitstimmen),6.5
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,PIRATEN (Erststimmen),2.0
113,113 Hondelage,Landtagswahl,2013,PIRATEN (Erststimmen),1.8
114,114 Volkmarode,Landtagswahl,2013,PIRATEN (Erststimmen),1.2
120,120 Östliches Ringgebiet,Landtagswahl,2013,PIRATEN (Erststimmen),2.6
131,131 Innenstadt,Landtagswahl,2013,PIRATEN (Erststimmen),3.1
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,PIRATEN (Erststimmen),3.3
211,211 Stöckheim-Leiferde,Landtagswahl,2013,PIRATEN (Erststimmen),2.2
212,212 Heidberg-Melverode,Landtagswahl,2013,PIRATEN (Erststimmen),2.0
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,PIRATEN (Erststimmen),2.0
221,221 Weststadt,Landtagswahl,2013,PIRATEN (Erststimmen),1.8
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,PIRATEN (Erststimmen),1.8
223,223 Broitzem,Landtagswahl,2013,PIRATEN (Erststimmen),1.6
224,224 Rüningen,Landtagswahl,2013,PIRATEN (Erststimmen),2.1
310,310 Westliches Ringgebiet,Landtagswahl,2013,PIRATEN (Erststimmen),3.7
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,PIRATEN (Erststimmen),1.4
322,322 Veltenhof-Rühme,Landtagswahl,2013,PIRATEN (Erststimmen),2.7
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,PIRATEN (Erststimmen),1.9
331,331 Nordstadt,Landtagswahl,2013,PIRATEN (Erststimmen),3.7
332,332 Schunteraue,Landtagswahl,2013,PIRATEN (Erststimmen),2.0
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.7
113,113 Hondelage,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.2
114,114 Volkmarode,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.1
120,120 Östliches Ringgebiet,Landtagswahl,2013,PIRATEN (Zweitstimmen),4.0
131,131 Innenstadt,Landtagswahl,2013,PIRATEN (Zweitstimmen),4.3
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,PIRATEN (Zweitstimmen),4.4
211,211 Stöckheim-Leiferde,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.5
212,212 Heidberg-Melverode,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.3
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.5
221,221 Weststadt,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.5
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,PIRATEN (Zweitstimmen),1.7
223,223 Broitzem,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.0
224,224 Rüningen,Landtagswahl,2013,PIRATEN (Zweitstimmen),3.3
310,310 Westliches Ringgebiet,Landtagswahl,2013,PIRATEN (Zweitstimmen),4.9
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.0
322,322 Veltenhof-Rühme,Landtagswahl,2013,PIRATEN (Zweitstimmen),3.2
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,PIRATEN (Zweitstimmen),2.9
331,331 Nordstadt,Landtagswahl,2013,PIRATEN (Zweitstimmen),5.1
332,332 Schunteraue,Landtagswahl,2013,PIRATEN (Zweitstimmen),3.4
112,112 Wabe-Schunter-Beberbach,Landtagswahl,2013,Sonstige (Zweitstimmen),2.1
113,113 Hondelage,Landtagswahl,2013,Sonstige (Zweitstimmen),2.0
114,114 Volkmarode,Landtagswahl,2013,Sonstige (Zweitstimmen),1.6
120,120 Östliches Ringgebiet,Landtagswahl,2013,Sonstige (Zweitstimmen),2.0
131,131 Innenstadt,Landtagswahl,2013,Sonstige (Zweitstimmen),2.0
132,132 Viewegsgarten-Bebelhof,Landtagswahl,2013,Sonstige (Zweitstimmen),2.3
211,211 Stöckheim-Leiferde,Landtagswahl,2013,Sonstige (Zweitstimmen),1.9
212,212 Heidberg-Melverode,Landtagswahl,2013,Sonstige (Zweitstimmen),2.3
213,213 Südstadt-Rautheim-Mascherode,Landtagswahl,2013,Sonstige (Zweitstimmen),2.1
221,221 Weststadt,Landtagswahl,2013,Sonstige (Zweitstimmen),2.1
222,222 Timmerlah-Geitelde-Stiddien,Landtagswahl,2013,Sonstige (Zweitstimmen),2.2
223,223 Broitzem,Landtagswahl,2013,Sonstige (Zweitstimmen),2.0
224,224 Rüningen,Landtagswahl,2013,Sonstige (Zweitstimmen),3.3
310,310 Westliches Ringgebiet,Landtagswahl,2013,Sonstige (Zweitstimmen),2.7
321,321 Lehndorf-Watenbüttel,Landtagswahl,2013,Sonstige (Zweitstimmen),2.1
322,322 Veltenhof-Rühme,Landtagswahl,2013,Sonstige (Zweitstimmen),3.0
323,323 Wenden-Thune-Harxbüttel,Landtagswahl,2013,Sonstige (Zweitstimmen),2.0
331,331 Nordstadt,Landtagswahl,2013,Sonstige (Zweitstimmen),2.5
332,332 Schunteraue,Landtagswahl,2013,Sonstige (Zweitstimmen),2.1
112,112 Wabe-Schunter-Beberbach,Bundestagswahl,2017,Wahlberechtigte,15636
113,113 Hondelage,Bundestagswahl,2017,Wahlberechtigte,3098
114,114 Volkmarode,Bundestagswahl,2017,Wahlberechtigte,5605
120,120 Östliches Ringgebiet,Bundestagswahl,2017,Wahlberechtigte,21282
131,131 Innenstadt,Bundestagswahl,2017,Wahlberechtigte,10855
132,132 Viewegsgarten-Bebelhof,Bundestagswahl,2017,Wahlberechtigte,9916
211,211 Stöckheim-Leiferde,Bundestagswahl,2017,Wahlberechtigte,6559
212,212 Heidberg-Melverode,Bundestagswahl,2017,Wahlberechtigte,9178
213,213 Südstadt-Rautheim-Mascherode,Bundestagswahl,2017,Wahlberechtigte,10363
221,221 Weststadt,Bundestagswahl,2017,Wahlberechtigte,16534
222,222 Timmerlah-Geitelde-Stiddien,Bundestagswahl,2017,Wahlberechtigte,2855
223,223 Broitzem,Bundestagswahl,2017,Wahlberechtigte,4665
224,224 Rüningen,Bundestagswahl,2017,Wahlberechtigte,2302
310,310 Westliches Ringgebiet,Bundestagswahl,2017,Wahlberechtigte,26278
321,321 Lehndorf-Watenbüttel,Bundestagswahl,2017,Wahlberechtigte,16840
322,322 Veltenhof-Rühme,Bundestagswahl,2017,Wahlberechtigte,4548
323,323 Wenden-Thune-Harxbüttel,Bundestagswahl,2017,Wahlberechtigte,5052
331,331 Nordstadt,Bundestagswahl,2017,Wahlberechtigte,16607
332,332 Schunteraue,Bundestagswahl,2017,Wahlberechtigte,3868
112,112 Wabe-Schunter-Beberbach,Bundestagswahl,2017,Wahlbeteiligung,81.6
113,113 Hondelage,Bundestagswahl,2017,Wahlbeteiligung,83.3
114,114 Volkmarode,Bundestagswahl,2017,Wahlbeteiligung,86.5
120,120 Östliches Ringgebiet,Bundestagswahl,2017,Wahlbeteiligung,84.1
131,131 Innenstadt,Bundestagswahl,2017,Wahlbeteiligung,73.7
132,132 Viewegsgarten-Bebelhof,Bundestagswahl,2017,Wahlbeteiligung,75.8
211,211 Stöckheim-Leiferde,Bundestagswahl,2017,Wahlbeteiligung,85.0
212,212 Heidberg-Melverode,Bundestagswahl,2017,Wahlbeteiligung,74.7
213,213 Südstadt-Rautheim-Mascherode,Bundestagswahl,2017,Wahlbeteiligung,81.9
221,221 Weststadt,Bundestagswahl,2017,Wahlbeteiligung,61.2
222,222 Timmerlah-Geitelde-Stiddien,Bundestagswahl,2017,Wahlbeteiligung,82.1
223,223 Broitzem,Bundestagswahl,2017,Wahlbeteiligung,80.4
224,224 Rüningen,Bundestagswahl,2017,Wahlbeteiligung,69.8
310,310 Westliches Ringgebiet,Bundestagswahl,2017,Wahlbeteiligung,71.6
321,321 Lehndorf-Watenbüttel,Bundestagswahl,2017,Wahlbeteiligung,81.7
322,322 Veltenhof-Rühme,Bundestagswahl,2017,Wahlbeteiligung,74.4
323,323 Wenden-Thune-Harxbüttel,Bundestagswahl,2017,Wahlbeteiligung,81.3
331,331 Nordstadt,Bundestagswahl,2017,Wahlbeteiligung,73.9
332,332 Schunteraue,Bundestagswahl,2017,Wahlbeteiligung,78.3
112,112 Wabe-Schunter-Beberbach,Bundestagswahl,2017,CDU (Erststimmen),35.0
113,113 Hondelage,Bundestagswahl,2017,CDU (Erststimmen),36.8
114,114 Volkmarode,Bundestagswahl,2017,CDU (Erststimmen),40.0
120,120 Östliches Ringgebiet,Bundestagswahl,2017,CDU (Erststimmen),26.9
131,131 Innenstadt,Bundestagswahl,2017,CDU (Erststimmen),33.1
132,132 Viewegsgarten-Bebelhof,Bundestagswahl,2017,CDU (Erststimmen),29.4
211,211 Stöckheim-Leiferde,Bundestagswahl,2017,CDU (Erststimmen),36.8
212,212 Heidberg-Melverode,Bundestagswahl,2017,CDU (Erststimmen),32.6
213,213 Südstadt-Rautheim-Mascherode,Bundestagswahl,2017,CDU (Erststimmen),34.1
221,221 Weststadt,Bundestagswahl,2017,CDU (Erststimmen),29.9
222,222 Timmerlah-Geitelde-Stiddien,Bundestagswahl,2017,CDU (Erststimmen),36.6
223,223 Broitzem,Bundestagswahl,2017,CDU (Erststimmen),35.5
224,224 Rüningen,Bundestagswahl,2017,CDU (Erststimmen),28.8
310,310 Westliches Ringgebiet,Bundestagswahl,2017,CDU (Erststimmen),26.3
321,321 Lehndorf-Watenbüttel,Bundestagswahl,2017,CDU (Erststimmen),35.3
322,322 Veltenhof-Rühme,Bundestagswahl,2017,CDU (Erststimmen),32.1
323,323 Wenden-Thune-Harxbüttel,Bundestagswahl,2017,CDU (Erststimmen),35.7
331,331 Nordstadt,Bundestagswahl,2017,CDU (Erststimmen),26.7
332,332 Schunteraue,Bundestagswahl,2017,CDU (Erststimmen),25.6
112,112 Wabe-Schunter-Beberbach,Bundestagswahl,2017,CDU (Zweitstimmen),32.7
113,113 Hondelage,Bundestagswahl,2017,CDU (Zweitstimmen),33.1
114,114 Volkmarode,Bundestagswahl,2017,CDU (Zweitstimmen),36.6
120,120 Östliches Ringgebiet,Bundestagswahl,2017,CDU (Zweitstimmen),25.5
131,131 Innenstadt,Bundestagswahl,2017,CDU (Zweitstimmen),28.2
132,132 Viewegsgarten-Bebelhof,Bundestagswahl,2017,CDU (Zweitstimmen),26.2
211,211 Stöckheim-Leiferde,Bundestagswahl,2017,CDU (Zweitstimmen),33.9
212,212 Heidberg-Melverode,Bundestagswahl,2017,CDU (Zweitstimmen),30.8
213,213 Südstadt-Rautheim-Mascherode,Bundestagswahl,2017,CDU (Zweitstimmen),31.6
221,221 Weststadt,Bundestagswahl,2017,CDU (Zweitstimmen),28.3
222,222 Timmerlah-Geitelde-Stiddien,Bundestagswahl,2017,CDU (Zweitstimmen),35.3
223,223 Broitzem,Bundestagswahl,2017,CDU (Zweitstimmen),34.1
224,224 Rüningen,Bundestagswahl,2017,CDU (Zweitstimmen),26.0
310,310 Westliches Ringgebiet,Bundestagswahl,2017,CDU (Zweitstimmen),24.0
321,321 Lehndorf-Watenbüttel,Bundestagswahl,2017,CDU (Zweitstimmen),32.9
322,322 Veltenhof-Rühme,Bundestagswahl,2017,CDU (Zweitstimmen),30.1
323,323 Wenden-Thune-Harxbüttel,Bundestagswahl,2017,CDU (Zweitstimmen),33.3
331,331 Nordstadt,Bundestagswahl,2017,CDU (Zweitstimmen),24.6
332,332 Schunteraue,Bundestagswahl,2017,CDU (Zweitstimmen),24.3
112,112 Wabe-Schunter-Beberbach,Bundestagswahl,2017,SPD (Erststimmen),37.1
113,113 Hondelage,Bundestagswahl,2017,SPD (Erststimmen),38.2
114,114 Volkmarode,Bundestagswahl,2017,SPD (Erststimmen),35.1
120,120 Östliches Ringgebiet,Bundestagswahl,2017,SPD (Erststimmen),39.6
131,131 Innenstadt,Bundestagswahl,2017,SPD (Erststimmen),33.3
132,132 Viewegsgarten-Bebelhof,Bundestagswahl,2017,SPD (Erststimmen),37.1
211,211 Stöckheim-Leiferde,Bundestagswahl,2017,SPD (Erststimmen),39.8
212,212 Heidberg-Melverode,Bundestagswahl,2017,SPD (Erststimmen),39.4
213,213 Südstadt-Rautheim-Mascherode,Bundestagswahl,2017,SPD (Erststimmen),39.2
221,221 Weststadt,Bundestagswahl,2017,SPD (Erststimmen),40.2
222,222 Timmerlah-Geitelde-Stiddien,Bundestagswahl,2017,SPD (Erststimmen),37.8
223,223 Broitzem,Bundestagswahl,2017,SPD (Erststimmen),37.5
224,224 Rüningen,Bundestagswahl,2017,SPD (Erststimmen),41.5
310,310 Westliches Ringgebiet,Bundestagswahl,2017,SPD (Erststimmen),36.3
321,321 Lehndorf-Watenbüttel,Bundestagswahl,2017,SPD (Erststimmen),38.3
